username,user id,access hash,name,group,group id
,6196691254,3681146952855565215,∞꯭ ꯭➢꯭ ꯭𝘾꯭⋅𝞳꯭⋅꯭𝞺꯭⋅𝞼꯭⋅𝙢꯭⋅𝞰꯭⋅𝞲⋅꯭𝞬꯭┇꯭𖣔꯭ོ,Mafiya O‘yini | UZB,1429813937
,709871830,-5028072300900959044,Rabbimov Doniyor,Mafiya O‘yini | UZB,1429813937
,5193860905,2969154493085536397,Beg‘ubor qizaloq,Mafiya O‘yini | UZB,1429813937
,5486219991,-8735508356405483034,akmal qobilov,Mafiya O‘yini | UZB,1429813937
Sardor_6910,5611852435,194688237929494128,...,Mafiya O‘yini | UZB,1429813937
ali_y2270,5635836177,4979826231634959548,&&&&,Mafiya O‘yini | UZB,1429813937
,5649770090,-2437261640863272807,Sardor Qarshiboyev,Mafiya O‘yini | UZB,1429813937
,5667463392,-8160654398712741488,( & M.a.e.s.t.r.o $ ),Mafiya O‘yini | UZB,1429813937
,5920711425,2310227089165132449,Sardor Qarshiboyev,Mafiya O‘yini | UZB,1429813937
,6114126564,-7265432126007470601,Sardor,Mafiya O‘yini | UZB,1429813937
,6297149427,507777913087106016,Nuriidin,Mafiya O‘yini | UZB,1429813937
nasa_cos,5169274445,-9001270600494506486,артур,Mafiya O‘yini | UZB,1429813937
Toxirakang,5678313659,-2829946530982263463,Tox1rchik,Mafiya O‘yini | UZB,1429813937
nur1ddinovna_n,819162661,2414727688510587715,Niluw,Mafiya O‘yini | UZB,1429813937
d_1lmur0d,5153802201,-6932272979386204552,🅳🅸🅻🅼🆄🆁🅾️🅳,Mafiya O‘yini | UZB,1429813937
uzb_Noob,5490583373,67495916069296890,͚̋̏❹꯭➣꯭꯭꯭꯭ᬼ꯭꯭🇷🇺꯭ᬼ꯭꯭𝐑꯭ཽ𝐀꯭ཽ𝐃꯭ཽ𝐍꯭ཽ𝐎꯭ཽ𝐘꯭ཽ ꯭𝐎꯭ཽ𝐊꯭ཽ𝐄꯭ཽ𝐍꯭꯭ཽ❮꯭☠꯭❯,Mafiya O‘yini | UZB,1429813937
strangenamedboy04,5743849979,2279036983182134045,Oyatillo Shoxobiddinov,Mafiya O‘yini | UZB,1429813937
,1164549404,-7894286898328556011,TELBA OSHIQ,Mafiya O‘yini | UZB,1429813937
,1236012809,918927822654252562,﷽𝒜𝓁𝒽𝒶𝓂𝒹𝓊𝓁𝒾𝓁𝓁𝒶𝒽 ﷽,Mafiya O‘yini | UZB,1429813937
,1258762896,-8757957872580897733,Negmatov,Mafiya O‘yini | UZB,1429813937
,1319969060,7808642129578075857,ХЕЧ КИМДАН ЯХШИЛИК КУТМАЙМАН ЗИЁН БЕРМАСАЛАР ЕТАРЛИ,Mafiya O‘yini | UZB,1429813937
,1353561912,2517891803042961133,ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,Mafiya O‘yini | UZB,1429813937
,1444247410,-5470642704125041291,Elnur Ravshanov,Mafiya O‘yini | UZB,1429813937
,1648231434,2113512222715401336,꯭𝚵꯭🇲🇽꯭ ꯭𝑵꯭꯭꯭꯭𝑨꯭꯭꯭꯭𝑴꯭꯭꯭꯭𝑨꯭꯭꯭꯭𝑵꯭꯭꯭꯭𝑮꯭꯭꯭꯭𝑨꯭꯭꯭꯭𝑵𝑺꯭꯭꯭꯭𝑲𝑰 ꯭⚜️꯭🐊꯭𝚵꯭,Mafiya O‘yini | UZB,1429813937
,1658505860,-5014655431365738815,Гулзахира,Mafiya O‘yini | UZB,1429813937
janaabayev,1704844919,7135800985427845945,Алпамыс,Mafiya O‘yini | UZB,1429813937
,1732934701,6952788479059238611,𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫𒐫,Mafiya O‘yini | UZB,1429813937
Siz_oylagande_yomonmiz,2039340992,315596617875803556,➊⃘⃝꯭➣⃘⃝꯭🐊꯭꯭꯭꯭❥︎꯭🐼☞︎︎︎𝗛ᴀ𝗦ᴀ𝗡ʙ𝗢ʏ ‌᷼‌꯭᷼🌿✌︎ ‌᷼‌꯭᷼𝙈𝙄𝙇𝙄𝙔𝘼𝙉𝙀𝙍ᵐʳ💸💰꯭🖤‌҈҈꯭꯭,Mafiya O‘yini | UZB,1429813937
,2086599844,3717121639703275973,SHARIFA,Mafiya O‘yini | UZB,1429813937
,2104152453,-3781436495374017584,Axmadjon Fayziyev,Mafiya O‘yini | UZB,1429813937
Uzbek_xon007,5215277958,-5221271975884502885,𖣘꯭𓋥꯭🖤꙲꯭𓋥꯭𝐁꯭༑𝐄꯭༑𝐊꯭༑ ꯭ྂ 𝐎꯭༑𝐊꯭༑𝐄꯭༑𝐍꯭༑❘꯭꯭꯭꯭꯭⚜️❘꯭꯭꯭✥꯭⏤‌꯭,Mafiya O‘yini | UZB,1429813937
,5239500776,1626890267871753342,Orzumurod,Mafiya O‘yini | UZB,1429813937
,5294672964,8267475319566061566,Ximmatqul Mavlonov,Mafiya O‘yini | UZB,1429813937
,844121218,5597859768401819705,O'lmasoy Xasanova,Mafiya O‘yini | UZB,1429813937
Sevma1017,1170858324,8622850612953160112,⃟⃞⃝⃙⃰🇦🇴⃙⃰⃟⃞⃝⃟͡𝐎͡𝜿͡𝐄͡𝐳͡ ͡𝐐͡𝐈͡͡𝐳͡𝐋͡𝐀͡𝐧͡𝐈 ͡𝐀͡𝐉͡𝐚͡𝐋͡𝐈͡⃣⃟⃞⃝⃙⃰😈⃙⃰⃟⃞⃝⃠,Mafiya O‘yini | UZB,1429813937
,1660704647,6401193213349145836,Nasirova_Yulduz,Mafiya O‘yini | UZB,1429813937
Never_Thinking,5717569412,-8678845234515132274,⦇꯭꯭🇺🇿꯭꯭⦈꯭꯭🇺🇿꯭꯭⦈꯭꯭𑲞𑲞𑲞𑲞𑲞𑲞𑲞𑲞𑲞𑲞⃝꯭⃔⃔ 𝕴➣꯭✎⸙ꠋꠋ,Mafiya O‘yini | UZB,1429813937
,5540984357,-2092272507536349815,꯭🐼꯭🐾꯭꯭҉꙰🎓꯭𝐔꯭⸽ ꯭𝐒꯭⸽ ꯭𝐀꯭⸽꯭🐼꯭🐾꯭꯭҉꙰🎓꯭,Mafiya O‘yini | UZB,1429813937
,6165288775,-2059347764231822633,^,Mafiya O‘yini | UZB,1429813937
,1535222292,2925516940312663749,A_Wahid__,Mafiya O‘yini | UZB,1429813937
,5766376646,1792950776950961139,azimjon,Mafiya O‘yini | UZB,1429813937
,2053285434,2337632004987750015,Rano,Mafiya O‘yini | UZB,1429813937
,5007960033,-1172293809037129762,Jam,Mafiya O‘yini | UZB,1429813937
Shaxzod_trading,5520628531,8321550847693793529,Shaxzod trading,Mafiya O‘yini | UZB,1429813937
A18J18,2022126340,7818223670842249766,❤️Jannatxon❤️,Mafiya O‘yini | UZB,1429813937
,5838968609,-7431615498597106819,Дильшодовна,Mafiya O‘yini | UZB,1429813937
,5024950077,-5815408892901740271,PIRAT,Mafiya O‘yini | UZB,1429813937
Shuxratovich1999,1374881142,2547471720651835256,Og'abek,Mafiya O‘yini | UZB,1429813937
Salimov_Yusufbek,1289784556,6984025812540716179,.. Salimov,Mafiya O‘yini | UZB,1429813937
T_raur1g,1209476704,2470913839526972727,✳ฬᎥʅ໓ ȶҽմԲȝʅ✳,Mafiya O‘yini | UZB,1429813937
alimov_17_05,1478703379,-1740851637136053507,Mr.Alimov,Mafiya O‘yini | UZB,1429813937
TimaPRO0,1957280416,7911700081193543995,Тимур,Mafiya O‘yini | UZB,1429813937
Second_akaunt,5940017832,-7497405835763827401,The Alone,Mafiya O‘yini | UZB,1429813937
naruto_tae,204160862,4872931259245527479,¤,Mafiya O‘yini | UZB,1429813937
,1258634245,-6989733550749339933,Firouz,Mafiya O‘yini | UZB,1429813937
Chashembaev_A,1428122214,-576594722008803568,Chashembaev Azat,Mafiya O‘yini | UZB,1429813937
Davronov_Obloyor,5158646889,-7308761119770862139,ᴖ̈ ❰꯭꯭꯭❃꯭❥꯭🇴꯭҈🇧꯭҈🇱꯭҈🇴꯭҈🇾꯭҈🇴꯭҈🇷꯭҈꯭🥀꯭❥꯭❃꯭❱ ᴖ̈,Mafiya O‘yini | UZB,1429813937
,442660852,-5453920920176245204,1,Mafiya O‘yini | UZB,1429813937
Islombek_7378,5347790758,433005923531919872,Musilman$,Mafiya O‘yini | UZB,1429813937
,5985067120,181473224821974486,꯭𖤓꯭𓅃꯭𝐀꯭ᬼ𝙱꯭ᬼ𝚄꯭ᬼ𝚉꯭ᬼ𝙰꯭ᬼ𝙳꯭ᬼ𝙰꯭ᬼ꯭𖤓꯭𓅃꯭,Mafiya O‘yini | UZB,1429813937
,5145866306,-3338558616903322617,True Mafia,Mafiya O‘yini | UZB,1429813937
jannati_qizaloq1,5561407839,-1625152626763751032,ŠώēŧŧƳ ĝį®ł 🥰,Mafiya O‘yini | UZB,1429813937
,5987564461,-5638563017503979658,SUPERDEFENDER,Mafiya O‘yini | UZB,1429813937
zafarovna_3705,1343553589,244824328156456782,공주,Mafiya O‘yini | UZB,1429813937
,1252609526,-7518450837918563493,❤️❤️,Mafiya O‘yini | UZB,1429813937
murodv1ch_011,5293367431,-3828048573575019892,💋Umidjon💋,Mafiya O‘yini | UZB,1429813937
Mrs_wonderful,767735368,1411658118782975937,o҉ ⌘❀✿✿❀⌘ o҉,Mafiya O‘yini | UZB,1429813937
,1211044101,3761776933412463638,Косимжон,Mafiya O‘yini | UZB,1429813937
asian_bear,1775165253,-3652862909585216504,ⵌ꯭꯭ ❲꯭🇦🇩꯭❳Ⲧ.꯭ⲙ𝛆꯭❲꯭⚜️꯭❳꯭Ⲙⲓ꯭Ʀⲍ꯭ⱺ꯭αβ꯭ɗυ꯭ℓℓ꯭ⱺ ꯭ⵌ꯭꯭,Mafiya O‘yini | UZB,1429813937
Muhammadinov_01,2009955554,4326423392946926187,Aliy,Mafiya O‘yini | UZB,1429813937
,5074342590,-2800710769999269352,ㅤㅤㅤㅤㅤа̑̈ з̑̈ и̑̈ к̑̈ о̑̈ | м̑̈ а̑̈ ю̑̈ с̑̈ 💔⚜️💨,Mafiya O‘yini | UZB,1429813937
,5093864870,-6169330101222302952,Боходиржон Охунов,Mafiya O‘yini | UZB,1429813937
oTaJoNoV1ch_mee,5281307147,6948804150148171149,the_𝚓𝚊𝚟𝚘𝚔𝚡1𝚛_𝚘𝚘6,Mafiya O‘yini | UZB,1429813937
,276245391,317545974160382178,Сохибахон,Mafiya O‘yini | UZB,1429813937
Tillo0129,802581487,-6786693705967753781,♤🖤🇺🇿,Mafiya O‘yini | UZB,1429813937
Boy_778,856921189,-7931835200103079438,UFC,Mafiya O‘yini | UZB,1429813937
,951151064,4137916504686802238,"КИБИРЛАНМА ДУ'СТИМ БУ ДУЁОН СЕНДАН ХАМ МЕНДАН ХАМ К,ОЛАДИ",Mafiya O‘yini | UZB,1429813937
,1368833839,-8262400741887527358,﷽ بِسْـــــــمِ اللهِ الرَّحْمَنِ الرَّحِيـــــــمِ ﷽,Mafiya O‘yini | UZB,1429813937
only_happines,1657368406,-948945486415635943,O҈n҈l҈y҈ h҈a҈p҈p҈i҈n҈e҈s҈s҈,Mafiya O‘yini | UZB,1429813937
,1703030972,5460818668795917764,Oybek,Mafiya O‘yini | UZB,1429813937
,6155401071,-6899456251837819110,Витали Целинский,Mafiya O‘yini | UZB,1429813937
Legendarniy_00_77_09,5513446438,1120445169615506,꧁𖤍𖤓[🇺🇿] [Ⓚⓡⓐⓢⓐⓥⓒⓗⓘⓚ] [ⓞⓚⓔⓝ] [🇺🇿]𖤓𖤍꧂.,Mafiya O‘yini | UZB,1429813937
Sardor_Yunusobod_Tawkent_ON2,5314149275,-6555163872092913539,Rustamov,Mafiya O‘yini | UZB,1429813937
IZZATULLOH_12344,5152020796,6680257918022725235,izzatulloh,Mafiya O‘yini | UZB,1429813937
OLLOH_2_0_0_8,6087413704,-8315570295413239612,﷽꯭❴꯭🌙꯭❵꯭◌꯭❥꯭◦꯭⋅ 𝙾𝙻𝙻𝙾𝙷 𝚂𝚄𝚈𝙶𝙰𝙽 𝚈𝙸𝙶𝙸𝚃 🕋꯭꯭ཻ࿆◌꯭❥꯭◦⋅꯭❴꯭📿꯭❵꯭ﷺ,Mafiya O‘yini | UZB,1429813937
,2086243051,-1749274107574572296,Muzaffar,Mafiya O‘yini | UZB,1429813937
SadullaevIzzatillo,709331271,5426268749465723062,Izzatillo Sadullaev,Mafiya O‘yini | UZB,1429813937
,6092296410,5121599555434074459,⚽️,Mafiya O‘yini | UZB,1429813937
Mirzohid_Oripov,5219666015,-1717566742159012585,Ꮇirzᴏhid,Mafiya O‘yini | UZB,1429813937
angel_2288,5680208391,-3055471026229215696,𝓐𝓷𝓰𝓮𝓵 ♡,Mafiya O‘yini | UZB,1429813937
JAHONGIR_1581,1818833994,-7661746508095740373,꯭꯭✺꯭➣꯭[꯭🇦🇱꯭꯭]꯭ ꯭JAHONGIR ❲꯭✹꯭❳꯭ ꯭꯭꯭꯭[꯭🇦🇱꯭꯭]꯭,Mafiya O‘yini | UZB,1429813937
Shuxratovich_2005,5171905757,8132040305450527442,Humoyun,Mafiya O‘yini | UZB,1429813937
,1756229703,-1178661571071629297,*,Mafiya O‘yini | UZB,1429813937
Gayratovna_m23,739131772,3882943668286818203,Gayratovna_m,Mafiya O‘yini | UZB,1429813937
have_a_blast,877567297,577298548018345905,αμιηjοηοω,Mafiya O‘yini | UZB,1429813937
